Model,MSO2024
Firmware Version,1.35
,
Point Format,Y
Horizontal Units,S
Horizontal Scale,0.0002
Sample Interval,1.60E-08
Filter Frequency,2.00E+08
Record Length,125000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,MATH
-3.95E-04,-0.12
-3.95E-04,-0.12
-3.95E-04,-0.12
-3.95E-04,-0.04
-3.95E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.16
-3.94E-04,0
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.04
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.04
-3.94E-04,-0.12
-3.94E-04,0
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.04
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.08
-3.94E-04,0
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.04
-3.94E-04,-0.08
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.94E-04,-0.12
-3.94E-04,-0.08
-3.94E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.2
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.04
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.08
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.04
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.16
-3.93E-04,-0.16
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.04
-3.93E-04,-0.12
-3.93E-04,-0.04
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.93E-04,-0.12
-3.93E-04,-0.12
-3.93E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.04
-3.92E-04,-0.12
-3.92E-04,-0.04
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.04
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.04
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.04
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.92E-04,-0.08
-3.92E-04,-0.12
-3.92E-04,-0.12
-3.92E-04,-0.08
-3.91E-04,-0.08
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.04
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.04
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.04
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,0
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.12
-3.91E-04,-0.16
-3.91E-04,-0.12
-3.91E-04,-0.04
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.2
-3.91E-04,-0.12
-3.91E-04,-0.08
-3.91E-04,-0.12
-3.91E-04,-0.04
-3.91E-04,-0.08
-3.91E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.08
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,0
-3.90E-04,-0.08
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.2
-3.90E-04,0
-3.90E-04,-0.16
-3.90E-04,-0.2
-3.90E-04,0
-3.90E-04,-0.12
-3.90E-04,-0.08
-3.90E-04,-0.04
-3.90E-04,-0.12
-3.90E-04,-0.12
-3.90E-04,-0.04
-3.90E-04,-0.2
-3.90E-04,-0.2
-3.90E-04,0.12
-3.90E-04,-0.2
-3.90E-04,-0.12
-3.90E-04,0
-3.89E-04,-0.12
-3.89E-04,0
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.2
-3.89E-04,-0.04
-3.89E-04,-0.2
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.08
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.12
-3.89E-04,-0.08
-3.89E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.04
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,0
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.04
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,0
-3.88E-04,-0.04
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.08
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.12
-3.88E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.04
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,0
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.87E-04,-0.04
-3.87E-04,-0.12
-3.87E-04,0
-3.87E-04,-0.08
-3.87E-04,-0.08
-3.87E-04,-0.12
-3.87E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,0
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.04
-3.86E-04,-0.12
-3.86E-04,0
-3.86E-04,-0.2
-3.86E-04,-0.04
-3.86E-04,-0.08
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.04
-3.86E-04,-0.12
-3.86E-04,-0.04
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.04
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.86E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,0
-3.85E-04,-0.12
-3.85E-04,-0.08
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.08
-3.85E-04,-0.04
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.08
-3.85E-04,-0.08
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,0
-3.85E-04,-0.08
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.08
-3.85E-04,-0.08
-3.85E-04,0
-3.85E-04,-0.08
-3.85E-04,-0.08
-3.85E-04,-0.12
-3.85E-04,-0.2
-3.85E-04,-0.12
-3.85E-04,0.16
-3.85E-04,-0.2
-3.85E-04,-0.2
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.04
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,0.08
-3.85E-04,-0.28
-3.85E-04,-0.12
-3.85E-04,0
-3.85E-04,-0.04
-3.85E-04,-0.2
-3.85E-04,-0.12
-3.85E-04,-0.12
-3.85E-04,-0.04
-3.85E-04,-0.12
-3.85E-04,-0.04
-3.85E-04,0
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.08
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.08
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.04
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.08
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.12
-3.84E-04,-0.04
-3.84E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,0
-3.83E-04,-0.08
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.16
-3.83E-04,-0.08
-3.83E-04,-0.04
-3.83E-04,-0.12
-3.83E-04,-0.04
-3.83E-04,-0.16
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.12
-3.83E-04,-0.08
-3.83E-04,-0.12
-3.83E-04,-0.08
-3.83E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.04
-3.82E-04,-0.04
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.04
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,0
-3.82E-04,-0.2
-3.82E-04,0
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.82E-04,-0.08
-3.82E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.04
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.04
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.04
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.16
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.16
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.16
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.08
-3.81E-04,-0.08
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.81E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.04
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,0
-3.80E-04,-0.08
-3.80E-04,-0.08
-3.80E-04,-0.04
-3.80E-04,-0.12
-3.80E-04,0
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.08
-3.80E-04,-0.12
-3.80E-04,-0.04
-3.80E-04,-0.12
-3.80E-04,0.04
-3.80E-04,-0.2
-3.80E-04,-0.2
-3.80E-04,-0.04
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.12
-3.80E-04,-0.08
-3.80E-04,-0.04
-3.80E-04,-0.08
-3.80E-04,-0.2
-3.80E-04,0.16
-3.80E-04,-0.2
-3.80E-04,-0.12
-3.80E-04,-0.04
-3.79E-04,-0.08
-3.79E-04,-0.2
-3.79E-04,0.04
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,0
-3.79E-04,-0.12
-3.79E-04,-0.04
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,0
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.08
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.04
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.04
-3.79E-04,-0.12
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.12
-3.79E-04,-0.04
-3.79E-04,-0.08
-3.79E-04,-0.12
-3.78E-04,-0.04
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.16
-3.78E-04,-0.08
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,0
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.04
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.04
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.04
-3.78E-04,-0.12
-3.78E-04,-0.04
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.08
-3.78E-04,-0.08
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.12
-3.78E-04,-0.04
-3.77E-04,-0.08
-3.77E-04,-0.04
-3.77E-04,-0.12
